study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA013551	AMPLICON	ERR018809	ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018809/ERR018809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR018/ERR018809/ERR018809_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA846095	8364	GSE205498	SRA1432189	RNA-Seq	SRR19548805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR19548805/SRR19548805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR19548805/SRR19548805_2.fastq.gz	Transcriptomic evolution across bilaterian tissues
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023843/ERR023843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023843/ERR023843_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/003/SRR1980173/SRR1980173.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023848/ERR023848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023848/ERR023848_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/005/SRR1980175/SRR1980175.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023849	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023849/ERR023849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023849/ERR023849_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/001/SRR1980181/SRR1980181.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023851	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023851/ERR023851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023851/ERR023851_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/006/SRR1980186/SRR1980186.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1980190/SRR1980190.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/003/SRR1980193/SRR1980193.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023852	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023852/ERR023852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023852/ERR023852_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1980197/SRR1980197.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023857	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023857/ERR023857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023857/ERR023857_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/008/SRR1980198/SRR1980198.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA015734	AMPLICON	ERR023860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023860/ERR023860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR023/ERR023860/ERR023860_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1980199/SRR1980199.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1980204/SRR1980204.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA023960	AMPLICON	ERR032117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032117/ERR032117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032117/ERR032117_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1980207/SRR1980207.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA023960	AMPLICON	ERR032124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032124/ERR032124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032124/ERR032124_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1980209/SRR1980209.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA023960	AMPLICON	ERR032128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032128/ERR032128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032128/ERR032128_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/002/SRR1980212/SRR1980212.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1980219/SRR1980219.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA023960	AMPLICON	ERR032129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032129/ERR032129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032129/ERR032129_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1980220/SRR1980220.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA023960	AMPLICON	ERR032130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032130/ERR032130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR032/ERR032130/ERR032130_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281501	8364	GSE67974	SRA259887	ChIP-Seq	SRR1980223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/003/SRR1980223/SRR1980223.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030435	AMPLICON	ERR034199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034199/ERR034199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034199/ERR034199_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/002/SRR1983772/SRR1983772.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030435	AMPLICON	ERR034200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034200/ERR034200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034200/ERR034200_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/003/SRR1983773/SRR1983773.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030435	AMPLICON	ERR034201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034201/ERR034201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034201/ERR034201_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/006/SRR1983776/SRR1983776.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030435	AMPLICON	ERR034204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034204/ERR034204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034204/ERR034204_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1983784/SRR1983784.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034249	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034249/ERR034249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034249/ERR034249_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1983787/SRR1983787.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034250/ERR034250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034250/ERR034250_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/008/SRR1983788/SRR1983788.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034254/ERR034254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034254/ERR034254_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1983789/SRR1983789.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1983790/SRR1983790.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034255/ERR034255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034255/ERR034255_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1983797/SRR1983797.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034259	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034259/ERR034259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034259/ERR034259_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1983800/SRR1983800.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034260/ERR034260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034260/ERR034260_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1983804/SRR1983804.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034261/ERR034261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034261/ERR034261_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/007/SRR1983807/SRR1983807.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034270/ERR034270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034270/ERR034270_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1983809/SRR1983809.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034272/ERR034272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034272/ERR034272_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/000/SRR1983810/SRR1983810.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034275/ERR034275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034275/ERR034275_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983811	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/001/SRR1983811/SRR1983811.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034277/ERR034277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034277/ERR034277_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/004/SRR1983814/SRR1983814.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034278/ERR034278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034278/ERR034278_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/008/SRR1983818/SRR1983818.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/009/SRR1983819/SRR1983819.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034286/ERR034286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034286/ERR034286_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA281741	8364	GSE68087	SRA260956	Bisulfite-Seq	SRR1983828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR198/008/SRR1983828/SRR1983828.fastq.gz	Active DNA demethylation at enhancers during the vertebrate phylotypic period
PRJEB2073	8364	Xenopus tropicalis Mutation Resource-sc-2010-03-25	ERA030763	AMPLICON	ERR034288	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034288/ERR034288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034288/ERR034288_2.fastq.gz	Xenopus tropicalis Mutation Resource
PRJNA865748	8364	GSE210456	SRA1468309	RNA-Seq	SRR20796401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/001/SRR20796401/SRR20796401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/001/SRR20796401/SRR20796401_2.fastq.gz	Comparative analysis of transcriptome profiles reveals organ-dependent (Intestine and Tail) genomic and nongenomic actions of thyroid hormone in Xenopus tropicalis tadpoles
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA043390	WXS	ERR042909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR042/ERR042909/ERR042909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR042/ERR042909/ERR042909_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA865748	8364	GSE210456	SRA1468309	RNA-Seq	SRR20796402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/002/SRR20796402/SRR20796402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/002/SRR20796402/SRR20796402_2.fastq.gz	Comparative analysis of transcriptome profiles reveals organ-dependent (Intestine and Tail) genomic and nongenomic actions of thyroid hormone in Xenopus tropicalis tadpoles
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA047548	WXS	ERR044154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044154/ERR044154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044154/ERR044154_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA865748	8364	GSE210456	SRA1468309	RNA-Seq	SRR20796406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/006/SRR20796406/SRR20796406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/006/SRR20796406/SRR20796406_2.fastq.gz	Comparative analysis of transcriptome profiles reveals organ-dependent (Intestine and Tail) genomic and nongenomic actions of thyroid hormone in Xenopus tropicalis tadpoles
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA047548	WXS	ERR044158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044158/ERR044158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044158/ERR044158_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA865748	8364	GSE210456	SRA1468309	RNA-Seq	SRR20796410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/010/SRR20796410/SRR20796410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/010/SRR20796410/SRR20796410_2.fastq.gz	Comparative analysis of transcriptome profiles reveals organ-dependent (Intestine and Tail) genomic and nongenomic actions of thyroid hormone in Xenopus tropicalis tadpoles
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA047548	WXS	ERR044159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044159/ERR044159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR044/ERR044159/ERR044159_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA865748	8364	GSE210456	SRA1468309	RNA-Seq	SRR20796416	ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/016/SRR20796416/SRR20796416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR207/016/SRR20796416/SRR20796416_2.fastq.gz	Comparative analysis of transcriptome profiles reveals organ-dependent (Intestine and Tail) genomic and nongenomic actions of thyroid hormone in Xenopus tropicalis tadpoles
PRJEB1263	8364	XT_mutant_RNAseq-sc-2013-01-04T11:48:57Z-1720	ERA050497	RNA-Seq	ERR045173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045173/ERR045173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045173/ERR045173_2.fastq.gz	XT_mutant_RNAseq
PRJNA290093	8364	GSE71006	SRA278301	RNA-Seq	SRR2105076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2105076/SRR2105076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2105076/SRR2105076_2.fastq.gz	Cdx ParaHox genes acquired distinct developmental roles after gene duplication in vertebrate evolution
PRJEB1263	8364	XT_mutant_RNAseq-sc-2013-01-04T11:48:57Z-1720	ERA050497	RNA-Seq	ERR045177	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045177/ERR045177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045177/ERR045177_2.fastq.gz	XT_mutant_RNAseq
PRJEB1263	8364	XT_mutant_RNAseq-sc-2013-01-04T11:48:57Z-1720	ERA050497	RNA-Seq	ERR045178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045178/ERR045178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR045/ERR045178/ERR045178_2.fastq.gz	XT_mutant_RNAseq
PRJNA290093	8364	GSE71006	SRA278301	RNA-Seq	SRR2105078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2105078/SRR2105078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2105078/SRR2105078_2.fastq.gz	Cdx ParaHox genes acquired distinct developmental roles after gene duplication in vertebrate evolution
PRJNA290093	8364	GSE71006	SRA278301	RNA-Seq	SRR2105082	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2105082/SRR2105082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2105082/SRR2105082_2.fastq.gz	Cdx ParaHox genes acquired distinct developmental roles after gene duplication in vertebrate evolution
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA484759	WXS	ERR1014684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1014684/ERR1014684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1014684/ERR1014684_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA290093	8364	GSE71006	SRA278301	RNA-Seq	SRR2105083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2105083/SRR2105083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2105083/SRR2105083_2.fastq.gz	Cdx ParaHox genes acquired distinct developmental roles after gene duplication in vertebrate evolution
PRJEB2487	8364	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_-sc-2011-04-08T11:42:45Z-1795	ERA484759	WXS	ERR1014685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1014685/ERR1014685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1014685/ERR1014685_2.fastq.gz	Identification_of_mutants_in_Xenopus_tropicalis_by_Exome_Sequencing_
PRJNA290093	8364	GSE71006	SRA278301	RNA-Seq	SRR2105085	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2105085/SRR2105085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2105085/SRR2105085_2.fastq.gz	Cdx ParaHox genes acquired distinct developmental roles after gene duplication in vertebrate evolution
